Name,Year,Genre,Publisher,North America,Europe,Japan,Other,Global
Tsuyo Kiss 2 Gakki: Swift Love,2009,Adventure,Revolution (Japan),0,0,0.02,0,0.02
Busou Renkin: Youkoso Papillon Park e,2007,Action,Marvelous Interactive,0,0,0.02,0,0.02
Pachi-Slot Higrashi no Naku Koro ni Matsuri,2010,Misc,Alchemist,0,0,0.02,0,0.02
Shinkyoku Soukai Polyphonica,2007,Adventure,Prototype,0,0,0.02,0,0.02
Full House Kiss 2,2006,Adventure,Capcom,0,0,0.02,0,0.02
Thunder Force VI,2008,Shooter,Sega,0,0,0.02,0,0.02
Sengoku Hime: Senran ni Mau Otometachi,2009,Adventure,Yeti,0,0,0.02,0,0.02
"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita",2008,Adventure,ASCII Media Works,0,0,0.02,0,0.02
Tennis no Oji-Sama: Card Hunter,2007,Strategy,Konami Digital Entertainment,0,0,0.02,0,0.02
Night Wizard the Video Game: Denial of the World,2008,Adventure,5pb,0,0,0.02,0,0.02
Kao the Kangaroo Round 2,2005,Platform,JoWood Productions,0.01,0.01,0,0,0.02
Pachinko Kaou: Misora Hibari,2007,Misc,Hackberry,0,0,0.02,0,0.02
Just Cause,2006,Action,Eidos Interactive,0.01,0.01,0,0,0.02
Choro Q,2003,Racing,Zoo Digital Publishing,0.01,0.01,0,0,0.02
Technic Beat,2002,Misc,Arika,0.01,0.01,0,0,0.02
SBK Superbike World Championship,2008,Racing,Black Bean Games,0.01,0.01,0,0,0.02
Memories Off 6: Next Relation,2009,Adventure,5pb,0,0,0.02,0,0.02
Scared Rider Xechs,2010,Adventure,RED Entertainment,0,0,0.02,0,0.02
Ouran Koukou Host Bu,2007,Adventure,Idea Factory,0,0,0.02,0,0.02
S.Y.K: Shinsetsu Saiyuuki,2009,Adventure,Idea Factory,0,0,0.01,0,0.01
Black Cat,2006,Action,Capcom,0,0,0.01,0,0.01
Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,2008,Adventure,Marvelous Interactive,0,0,0.01,0,0.01
NiGHTS into dreams...,2008,Platform,Sega,0,0,0.01,0,0.01
WinBack 2: Project Poseidon,2006,Shooter,Tecmo Koei,0.01,0.01,0,0,0.01
Totally Spies! Totally Party,2008,Misc,Ubisoft,0.01,0.01,0,0,0.01
GunParade Orchestra: Ao no Shou,2006,Adventure,Sony Computer Entertainment,0,0,0.01,0,0.01
Wizardry XTH: Unlimited Students,2006,Role-Playing,Michaelsoft,0,0,0.01,0,0.01
SoulLink Extension,2006,Adventure,Interchannel,0,0,0.01,0,0.01
Samurai Shodown Anthology (JP sales),2008,Fighting,Ignition Entertainment,0,0,0.01,0,0.01
Winning Post 7 Maximum 2008,2008,Sports,Tecmo Koei,0,0,0.01,0,0.01
Sangoku Koi Senki: Otome no Heihou!,2011,Adventure,Prototype,0,0,0.01,0,0.01
Alfa Romeo Racing Italiano,2005,Racing,Black Bean Games,0.01,0.01,0,0,0.01
"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",2002,Misc,Media Entertainment,0,0,0.01,0,0.01
Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,2010,Misc,Hackberry,0,0,0.01,0,0.01
Hiiro no Kakera: Shin Tamayori Hime Denshou,2009,Adventure,Idea Factory,0,0,0.01,0,0.01
Nodame Cantabile,2007,Misc,Banpresto,0,0,0.01,0,0.01
Last Escort: Club Katze,2010,Adventure,D3Publisher,0,0,0.01,0,0.01
Festa!! Hyper Girls Party,2006,Adventure,KID,0,0,0.01,0,0.01
Izumo 2,2006,Adventure,GN Software,0,0,0.01,0,0.01
Bratz: Forever Diamondz,2006,Adventure,THQ,0.01,0.01,0,0,0.01
King of Fighters 2002: Unlimited Match Tougeki Ver.,2010,Fighting,SNK Playmore,0,0,0.01,0,0.01
Rozen Maiden: Gebetgarten,2007,Fighting,Taito,0,0,0.01,0,0.01
Fatal Fury: Battle Archives Volume 2 (JP sales),2007,Fighting,SNK Playmore,0,0,0.01,0,0.01
Metal Slug Anthology,2007,Shooter,Ignition Entertainment,0,0,0.01,0,0.01
Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,2007,Strategy,D3Publisher,0,0,0.01,0,0.01
Tomoyo After: It's a Wonderful Life CS Edition,2007,Adventure,Prototype,0,0,0.01,0,0.01
Aa Megami-samaa,2007,Adventure,Marvelous Interactive,0,0,0.01,0,0.01
Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,2007,Adventure,Datam Polystar,0,0,0.01,0,0.01
Zero no Tsukaima: Maigo no Period to Ikusen no Symphony,2008,Adventure,Marvelous Interactive,0,0,0.01,0,0.01
Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,2008,Misc,Naxat Soft,0,0,0.01,0,0.01
Myself; Yourself,2007,Adventure,Yeti,0,0,0.01,0,0.01
Jan Sangoku Musou,2006,Misc,Tecmo Koei,0,0,0.01,0,0.01
Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,2007,Adventure,Alchemist,0,0,0.01,0,0.01
Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,2009,Misc,Tecmo Koei,0,0,0.01,0,0.01
Fatal Fury: Battle Archives Volume 1 (JP sales),2006,Fighting,Ignition Entertainment,0,0,0.01,0,0.01
ef - a fairy tale of the two.,2010,Adventure,Comfort,0,0,0.01,0,0.01
Rakushou! Pachi-Slot Sengen 4,2006,Misc,Tecmo Koei,0,0,0.01,0,0.01
Ultraman Fighting Evolution 3,2004,Fighting,Banpresto,0,0,0.01,0,0.01
Greg Hastings' Tournament Paintball Max'd,2006,Shooter,Activision,0.01,0,0,0,0.01
H2O+: Footprints in the Sand,2008,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01
Sekirei: Mirai Kara no Okurimono,2009,Adventure,Alchemist,0,0,0.01,0,0.01
Ultimate Board Game Collection,2006,Misc,Xplosiv,0.01,0,0,0,0.01
Idol Janshi Suchie-Pai IV,2007,Misc,Jaleco,0,0,0.01,0,0.01
Wand of Fortune,2009,Adventure,Idea Factory,0,0,0.01,0,0.01
Wand of Fortune: Mirai e no Prologue,2010,Adventure,Idea Factory,0,0,0.01,0,0.01
Vitamin X,2007,Adventure,D3Publisher,0,0,0.01,0,0.01
World Heroes Anthology,2007,Fighting,Ignition Entertainment,0,0,0.01,0,0.01
Routes PE,2007,Adventure,Aqua Plus,0,0,0.01,0,0.01
G1 Jockey 4 2007,2007,Sports,Tecmo Koei,0,0,0.01,0,0.01
Junjou Romanchika: Koi no Doki Doki Daisakusen,2008,Adventure,Marvelous Interactive,0,0,0.01,0,0.01
Heart no Kuni no Alice,2008,Adventure,Prototype,0,0,0.01,0,0.01
Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou,2007,Fighting,Capcom,0,0,0.01,0,0.01
Magicians Academy,2007,Role-Playing,Enterbrain,0,0,0.01,0,0.01
Lucian Bee's: Resurrection Supernova,2009,Adventure,5pb,0,0,0.01,0,0.01
Micro Machines V4,2006,Racing,Codemasters,0.01,0,0,0,0.01
Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four,2008,Misc,Paon,0,0,0.01,0,0.01
Naraku no Shiro,2008,Adventure,Nippon Ichi Software,0,0,0.01,0,0.01
Mystereet,2006,Adventure,Yeti,0,0,0.01,0,0.01
Palais de Reine,2007,Strategy,Interchannel-Holon,0,0,0.01,0,0.01
Shirogane no Soleil: Contract to the Future - Mirai e no Keiyaku,2008,Adventure,Russel,0,0,0.01,0,0.01
Sweet Honey Coming,2009,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01
Sugar + Spice! Anoko no Suteki na Nanimokamo,2008,Adventure,Alchemist,0,0,0.01,0,0.01
Kanokon: Esuii,2008,Adventure,5pb,0,0,0.01,0,0.01
Scarlett: Nichijou no Kyoukaisen,2008,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01
Real Rode,2008,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01
SCORE International Baja 1000: The Official Game,2008,Racing,Activision,0,0,0,0,0.01
